labels,text,expr_s,prob_expr_s,max_prob
sadness,When I did not get the salary increase that I had been expecting and understood how little one's work was appreciated. ,shame,"[0.8588983317216238, 0.7457151015599569, 0.7893492579460144, 0.8498397469520569, 0.10402566382739072, 0.9092063705126444, 0.9238283038139343]",0.923828303813934
disgust,When I was weeding the garden I found a lizard in my hand. ,guilt,"[0.4543370107809703, 0.3959645628929138, 0.5116397961974144, 0.7920791407426199, 0.5506793732444445, 0.4705214351415634, 0.5624426975846291]",0.7920791407426199
shame,"When I met a friend whom I had not seen for a long time and heard all about her troubles, I thought that I should have got in touch with her earlier. ",guilt,"[0.7873653769493103, 0.6866594950358073, 0.7842785020669302, 0.9147438307603201, 0.025329127597312134, 0.8715960582097372, 0.8285530507564545]",0.9147438307603201
guilt,I got angry at my mother for something trivial. We were in a bad mood because my father was very ill and I knew that my mother really needed support. I had reacted wrongly. ,guilt,"[0.941586971282959, 0.806090364853541, 0.6720830301443735, 0.9646592636903127, 0.18316775560379028, 0.7350331793228785, 0.839164008696874]",0.9646592636903127
joy,"New year's eve /, I met my girlfriend. We stood on the steps outside her parents home and I kissed her for the first time. ",joy,"[0.23751109093427658, 0.0879966327920556, 0.2694185860455036, 0.6779782325029373, 0.8313986559708914, 0.2314741648733616, 0.2966676702102025]",0.8313986559708914
fear,"When I was stopped by plain clothes policemen because the car I was driving had overturned on the Avenue. I had been driving too fast, and I was afraid when I was stopped, questionned and then toild to go. The situation ended happily since there were no consequences. ",guilt,"[0.36523990457256633, 0.23175165429711342, 0.5377301747600237, 0.6415245135625204, 0.40142637863755226, 0.16970216979583105, 0.5305013904968897]",0.6415245135625204
anger,The editor changed the heading of an article that I had written. He considered the heading to be derogatory towards the person I had written about. ,shame,"[0.6390981723864874, 0.7464845279852549, 0.43753475447495777, 0.771926353375117, 0.018353870458668098, 0.5620364944140116, 0.8145123918851217]",0.814512391885121
sadness,"A close acquaintance of the family died of lung cancer. Although it was expected, I still felt depressed. ",sadness,"[0.35671973903663456, 0.883400559425354, 0.8491910944382349, 0.9344004293282827, 0.009669508610386401, 0.9897295534610748, 0.8864370286464691]",0.9897295534610748
disgust,"When I saw a picture, in the Gothenburg Post, of a totally demolished car with two fatally injured passengers. The car was so badly damaged that they couldn't get the bodies out at the scene of the accident. ",disgust,"[0.7775801022847494, 0.8702056705951691, 0.8652364810307821, 0.7477823396523794, 0.14228344499133527, 0.7894962479670843, 0.7441511750221252]",0.8702056705951691
shame,One night I had a sexual intercourse with another man. My sexual desire and my curiosity had made me jump into bed with him. I am ashamed of myself now. ,shame,"[0.8410410284996033, 0.9651878674825033, 0.8878645996252695, 0.9713777502377828, 0.17516815088068446, 0.844369520743688, 0.9850272536277771]",0.985027253627777
guilt,"Due to laziness, I failed the term studies completely at University. I also wanted, to some extent, to protest against my parents' expectations. ",shame,"[0.7698479096094767, 0.7011908342440923, 0.6410346701741219, 0.8341530660788218, 0.13014262386908135, 0.8312992056210836, 0.895498921473821]",0.89549892147382
joy,When I got the loan for my studies. ,guilt,"[0.4582759402692318, 0.3388158306479454, 0.4620762914419174, 0.7583078145980835, 0.6783439765373865, 0.5377077509959539, 0.4946485062440236]",0.7583078145980835
fear,I met intoxicated people with dubious intentions in a back alley one Wednesday night. ,shame,"[0.6772293647130331, 0.7102000365654627, 0.8082365145285925, 0.8505622545878092, 0.041646003121665366, 0.4874441971381505, 0.8596729338169098]",0.859672933816909
anger,On the T. V I saw a news feature on South Africa. A policeman attacked a group of black people with a whip. ,anger,"[0.9279968837896982, 0.9072243471940359, 0.8757753471533457, 0.8519832293192545, 0.27103243457774323, 0.8236846327781677, 0.8890682458877563]",0.9279968837896982
sadness,The thought of having to read a boring book of pages in English. ,fear,"[0.4058436630293727, 0.8008976032336553, 0.9028073449929556, 0.30571429679791134, 0.0007767169202755516, 0.44220947784682113, 0.6202782317996025]",0.9028073449929556
disgust,Grovelling people. ,guilt,"[0.3641212545335293, 0.16858766022293517, 0.6849326292673746, 0.8577605287233988, 0.6017275750637054, 0.4926210214616731, 0.573344091574351]",0.8577605287233988
shame,My inability to assert myself positively in a group. ,shame,"[0.5968583673238754, 0.5182847778002421, 0.5740372066696485, 0.8364105224609375, 0.002995448390720412, 0.6890450070301691, 0.8470983306566874]",0.847098330656687
guilt,I experience feelings of guilt because I do not study enough. ,guilt,"[0.17952002522846064, 0.2357699659963449, 0.49195546967287856, 0.9662421147028605, 0.0076938857867692905, 0.7193356516460577, 0.8472618162631989]",0.9662421147028605
disgust,"Observing someone in the cafeteria noisily gulping in his food, having extremely bad manners. ",shame,"[0.8963811198870341, 0.9083562195301056, 0.6620074833432833, 0.9034309784571329, 0.009282715996960178, 0.60375273351868, 0.9622570971647898]",0.962257097164789
shame,I guess I have often been ashamed after having talked badly of other people. ,shame,"[0.20415416709147394, 0.7287321438392004, 0.44257746388514835, 0.7729875296354294, 0.000669533076385657, 0.53104043379426, 0.9095436731974283]",0.909543673197428
guilt,Having been angry and unpleasant towards my parents. ,anger,"[0.9894133706887563, 0.9835808972517649, 0.42822642034540576, 0.9301497638225555, 0.0008029204182093963, 0.20647517886633673, 0.8829210301240286]",0.9894133706887563
joy,When my sister - after a history of one abortion and one stillbirth - gave birth to a perfectly healty boy. ,joy,"[0.5464045479893684, 0.24969982324788967, 0.2218338317082574, 0.7518438597520193, 0.8931538860003153, 0.5434087812900543, 0.45809873938560486]",0.8931538860003153
fear,"When my sister had the still born child, she was emotionally very deep down, and it took her a long time to recover. ",sadness,"[0.8017939726511637, 0.7969859739144644, 0.8968242804209391, 0.8719149827957153, 0.2180038489944612, 0.9174724916617075, 0.8097148438294729]",0.9174724916617075
anger,"We were starting a student project, and the teacher we talked to was very negative and not very helpful. ",shame,"[0.8646846413612366, 0.9014068146546682, 0.7980580776929855, 0.9046018620332082, 0.14510171513150757, 0.8440034786860148, 0.9063203434149424]",0.906320343414942
sadness,"When my boyfriend openly let me down, preferring another girl. ",shame,"[0.9389145970344543, 0.9412700533866882, 0.866256594657898, 0.8529505381981531, 0.005060645870495743, 0.929388294617335, 0.9772556523482004]",0.977255652348200
disgust,"I felt some disgust for my boyfriend for a time, after he had left me. ",disgust,"[0.8209484964609146, 0.9641368091106415, 0.6135474592447281, 0.8254159887631735, 0.0021014044323237613, 0.7169812421003977, 0.9512561559677124]",0.9641368091106415
shame,Can't think of any. ,shame,"[0.26046574224407476, 0.20637841212252775, 0.13816624212389192, 0.22101923823356628, 0.004796945354125152, 0.2934770385424296, 0.43795062849919003]",0.4379506284991900
guilt,"Before an accident, my aunt offered me the front seat of the car, next to the driver. I declined, she took that seat and was killed there when the car crashed. ",sadness,"[0.799861321846644, 0.806641568740209, 0.9062088926633199, 0.8840165237585703, 0.18052562015751997, 0.9087918897469839, 0.8304227590560913]",0.9087918897469839
joy,"Unexpected visit by a close friend, whom I hadn't seen for half a year. ",joy,"[0.33812818800409633, 0.039937502335912235, 0.4713621996343136, 0.5012400299310684, 0.7528113226095835, 0.3624852506521468, 0.19750044898440441]",0.7528113226095835
fear,"I wandered by mistake into the safety zone of a shooting range, and was shot at. ",fear,"[0.9027670919895172, 0.7399042149384817, 0.9338550766309103, 0.933739572763443, 0.06705702457111329, 0.8263513644536337, 0.8724907239278158]",0.9338550766309103
anger,Being treated unfairly. ,shame,"[0.9800040821234385, 0.9768980940183004, 0.8741003572940826, 0.903781900803248, 0.0025150360161205754, 0.9240512450536092, 0.9935333033402761]",0.993533303340276
sadness,Breaking up with a girl. ,guilt,"[0.8282701472441355, 0.8867031832536062, 0.7891314526398977, 0.9713676472504934, 0.01062262014117247, 0.9176648855209351, 0.9553519984086355]",0.9713676472504934
disgust,Nothing. ,sadness,"[0.1701036049053073, 0.2366917347535491, 0.12771823133031526, 0.14280646139134964, 0.009539813812201222, 0.430075282851855, 0.38869309177001315]",0.430075282851855
shame,None. ,shame,"[0.5068123017748197, 0.5999814669291178, 0.5992832978566488, 0.4712075851857662, 0.09387656052907307, 0.7612589399019877, 0.797734946012497]",0.79773494601249
guilt,Little contact with my father before he died. ,sadness,"[0.18745895537237325, 0.2401963397860527, 0.2128228253374497, 0.44160307943820953, 0.04974446430181464, 0.5801881303389868, 0.4746603195865949]",0.5801881303389868
joy,"When I was accepted as a student at the college, not having thought it possible. ",joy,"[0.2801940366625786, 0.11296685722966988, 0.26122465791801613, 0.5700615098079046, 0.8668384353319804, 0.22914807374278703, 0.16241237024466196]",0.8668384353319804
fear,"When I was the first to arrive at the scene after an accident, and found that a close school friend had been killed. ",fear,"[0.7853601475556692, 0.7711615363756815, 0.9167116582393646, 0.9073756833871206, 0.28145511175777455, 0.8668439487616221, 0.726571281750997]",0.9167116582393646
anger,"I was accused of having done something, which I hadn't and got very angry. ",anger,"[0.9957814117272695, 0.9395692547162374, 0.8499984641869863, 0.6861698230107626, 0.008819897620317837, 0.3706714448829492, 0.8927095830440521]",0.9957814117272695
sadness,When my grandmother died. ,sadness,"[0.5529098908106486, 0.5121224125226339, 0.7634268502394358, 0.832678864399592, 0.3083733407159646, 0.887028306722641, 0.6537540604670843]",0.887028306722641
disgust,Not applicable. ,shame,"[0.7256751159826914, 0.9059941371281942, 0.7047139008839926, 0.7379585156838099, 0.04217647349772354, 0.8288737833499908, 0.9381008048852285]",0.938100804885228
joy,"A couple of years ago during the summer holiday, I was fishing at a lake with my husband. Suddenly it started raining while the sun was still shining. I experienced a feeling of joy, happiness and fulfillment. the whole nature was full of music. ",joy,"[0.005887767028373976, 0.0008935357715624074, 0.013915679689186314, 0.36280863258677226, 0.8118427296479543, 0.0007518486624273161, 0.05102938215713948]",0.8118427296479543
fear,"I was alone at home, in bed reading a womens' magazine in which there were storiees of paranormal experiences. My leg was itching and I stretched my hand to scratch and I felt another strange hand. (later I realized that it was the corner of the blanket) ",fear,"[0.3647373492519061, 0.25462711850802106, 0.7909548580646515, 0.6196145613988241, 0.27486151293851435, 0.42950018495321274, 0.289184994995594]",0.7909548580646515
anger,"I went to a lecture and once again it had been cancelled, this was the second time. One had a negative attitude towards the lecturer. ",disgust,"[0.9316387077172598, 0.9692017436027527, 0.8867802818616232, 0.9251870413621267, 0.1586603447018812, 0.9144335289796194, 0.9671670695145925]",0.9692017436027527
sadness,"I heard that a former superior of mine had died, I was later at home home reading about it in the newspaper and I thought of our interaction and how it was no longer possible. The limited scope of human life is sad. ",sadness,"[0.6347005665302277, 0.7986624936262766, 0.8391479551792145, 0.8924704591433207, 0.1918407550547272, 0.9520360032717387, 0.8178325792153677]",0.9520360032717387
disgust,"In the tram there was a fat, sickly looking woman in front of me who was asking for directions in a thick voice. When she got up to go a disgusting smell of urine came from her. I felt that I would choke. ",disgust,"[0.7202244500319163, 0.9073041081428528, 0.8709682325522105, 0.778071661790212, 0.13910974437991777, 0.7658241093158722, 0.8380402326583862]",0.9073041081428528
shame,"When we were at home, my husband and I, he made a remark about something I had done, in a perfectly friendly manner. My deed had been unjust and I knew that my husband was right, therefore my sense of shame. ",shame,"[0.32987618011732894, 0.5932251202563444, 0.5106707994515697, 0.9404302934805552, 0.04553274360174934, 0.834855318069458, 0.9551618695259094]",0.955161869525909
